"METIER_DCF_6_COD"	"METIER_DCF_6_LIB"
"OTH_EEL_70_89_0"	"Autres engins - Civelle - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"SDN_DEF_0_16_0"	"Sennes danoises - Poissons démersaux - Maillage < 16 mm - Pas de dispositifs sélectifs"
"SDN_DEF_16_31_0"	"Sennes danoises - Poissons démersaux - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"SDN_DEF_55_69_0"	"Sennes danoises - Poissons démersaux - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"PS_DEF_>=65_0"	"Sennes coulissantes - Poissons démersaux - Maillage >=65 mm - Pas de dispositifs sélectifs"
"PS_LPF_>=65_0"	"Sennes coulissantes - Grands pélagiques - Maillage >=65 mm - Pas de dispositifs sélectifs"
"PS_LPF_>=14_0"	"Sennes coulissantes - Grands pélagiques - Maillage >=14 mm - Pas de dispositifs sélectifs"
"TBB_CRU_0_16_0"	"Chaluts à perche - Crustacés - Maillage < 16 mm - Pas de dispositifs sélectifs"
"TBB_CRU_32_69_0"	"Chaluts à perche - Crustacés - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"TBB_CRU_0_0_0"	"Chaluts à perche - Crustacés - Maillage N/A - Pas de dispositifs sélectifs"
"TBB_DEF_0_16_0"	"Chaluts à perche - Poissons démersaux - Maillage < 16 mm - Pas de dispositifs sélectifs"
"TBB_DEF_40_64_0"	"Chaluts à perche - Poissons démersaux - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"TBB_DEF_20_39_0"	"Chaluts à perche - Poissons démersaux - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"TBB_MOL_70_99_0"	"Chaluts à perche - Mollusques - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTM_CAT_>=70_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTM_DEF_70_89_0"	"Chaluts pélagiques à panneaux - Poissons démersaux - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTM_DEF_0_16_0"	"Chaluts pélagiques à panneaux - Poissons démersaux - Maillage < 16 mm - Pas de dispositifs sélectifs"
"OTM_LPF_0_16_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage < 16 mm - Pas de dispositifs sélectifs"
"OTM_LPF_16_31_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTM_LPF_20_39_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"OTM_LPF_100_119_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"OTM_SPF_>=70_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTM_SPF_70_99_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"PTM_CEP_0_16_0"	"Chaluts-b½ufs pélagiques - Céphalopodes - Maillage < 16 mm - Pas de dispositifs sélectifs"
"PTM_CEP_40_54_0"	"Chaluts-b½ufs pélagiques - Céphalopodes - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"PTM_DEF_0_16_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage < 16 mm - Pas de dispositifs sélectifs"
"PTM_DEF_20_39_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"PTM_DEF_>=55_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage >=55 mm - Pas de dispositifs sélectifs"
"PTM_LPF_32_54_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PTM_LPF_100_119_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"PTM_SPF_32_54_0"	"Chaluts-b½ufs pélagiques - Petits pélagiques - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PTM_SPF_70_99_0"	"Chaluts-b½ufs pélagiques - Petits pélagiques - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTB_CAT_0_0_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage N/A - Pas de dispositifs sélectifs"
"OTB_CAT_>=120_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTB_CAT_16_31_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTB_CAT_40_64_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"OTB_CEP_70_99_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTB_CEP_20_39_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"OTB_CEP_>=40_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage >=40 mm - Pas de dispositifs sélectifs"
"OTB_CRU_90_119_0"	"Chaluts de fond à panneaux - Crustacés - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTB_CRU_40_54_0"	"Chaluts de fond à panneaux - Crustacés - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTB_CRU_>=120_0"	"Chaluts de fond à panneaux - Crustacés - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTB_DWS_>=40_0"	"Chaluts de fond à panneaux - Espèces profondes - Maillage >=40 mm - Pas de dispositifs sélectifs"
"OTB_DWS_>=70_0"	"Chaluts de fond à panneaux - Espèces profondes - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTB_MOL_40_64_0"	"Chaluts de fond à panneaux - Mollusques - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"OTB_MOL_100_119_0"	"Chaluts de fond à panneaux - Mollusques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"OTB_MOL_20_39_0"	"Chaluts de fond à panneaux - Mollusques - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"OTB_SPF_>=55_0"	"Chaluts de fond à panneaux - Petits pélagiques - Maillage >=55 mm - Pas de dispositifs sélectifs"
"OTT_CEP_>=55_0"	"Chaluts de fond jumeaux à panneaux - Céphalopodes - Maillage >=55 mm - Pas de dispositifs sélectifs"
"OTT_CEP_70_89_0"	"Chaluts de fond jumeaux à panneaux - Céphalopodes - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTT_CRU_>=70_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTT_CRU_70_99_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTT_DEF_40_54_0"	"Chaluts de fond jumeaux à panneaux - Poissons démersaux - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTT_DEF_70_99_0"	"Chaluts de fond jumeaux à panneaux - Poissons démersaux - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTT_DWS_100_119_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"OTT_DWS_20_39_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"OTT_DWS_16_31_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTT_MOL_55_69_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"OTT_MOL_40_54_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"PTB_CRU_32_69_0"	"Chaluts-b½ufs de fond - Crustacés - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"PTB_CRU_0_0_0"	"Chaluts-b½ufs de fond - Crustacés - Maillage N/A - Pas de dispositifs sélectifs"
"PTB_DEF_32_54_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PTB_DEF_>=70_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage >=70 mm - Pas de dispositifs sélectifs"
"PTB_DEF_70_89_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"PTB_DEF_70_99_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"PTB_DEF_55_69_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"PTB_DEF_>=55_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage >=55 mm - Pas de dispositifs sélectifs"
"TBS_CRU_40_64_0"	"Chaluts à crevettes - Crustacés - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"GND_CAT_90_99_0"	"Filets maillants dérivants - Poissons catadromes - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GND_LPF_100_119_0"	"Filets maillants dérivants - Grands pélagiques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"GNS_CAT_>=220_0"	"Filets maillants calés - Poissons catadromes - Maillage >=220 mm - Pas de dispositifs sélectifs"
"GNS_CAT_60_79_0"	"Filets maillants calés - Poissons catadromes - Maillage [60_79] mm - Pas de dispositifs sélectifs"
"GNS_CRU_60_79_0"	"Filets maillants calés - Crustacés - Maillage [60_79] mm - Pas de dispositifs sélectifs"
"GNS_CRU_>=100_0"	"Filets maillants calés - Crustacés - Maillage >=100 mm - Pas de dispositifs sélectifs"
"GNS_DEF_0_0_0"	"Filets maillants calés - Poissons démersaux - Maillage N/A - Pas de dispositifs sélectifs"
"GNS_DEF_120_219_0"	"Filets maillants calés - Poissons démersaux - Maillage [120_219] mm - Pas de dispositifs sélectifs"
"GNS_DEF_10_30_0"	"Filets maillants calés - Poissons démersaux - Maillage [10_30] mm - Pas de dispositifs sélectifs"
"GNS_LPF_>=220_0"	"Filets maillants calés - Grands pélagiques - Maillage >=220 mm - Pas de dispositifs sélectifs"
"GNS_LPF_120_219_0"	"Filets maillants calés - Grands pélagiques - Maillage [120_219] mm - Pas de dispositifs sélectifs"
"GNS_LPF_60_79_0"	"Filets maillants calés - Grands pélagiques - Maillage [60_79] mm - Pas de dispositifs sélectifs"
"GNS_MOL_60_79_0"	"Filets maillants calés - Mollusques - Maillage [60_79] mm - Pas de dispositifs sélectifs"
"GNS_SPF_40_49_0"	"Filets maillants calés - Petits pélagiques - Maillage [40_49] mm - Pas de dispositifs sélectifs"
"GNS_SPF_>=16_0"	"Filets maillants calés - Petits pélagiques - Maillage >=16 mm - Pas de dispositifs sélectifs"
"GNS_SPF_10_30_0"	"Filets maillants calés - Petits pélagiques - Maillage [10_30] mm - Pas de dispositifs sélectifs"
"GNS_SPF_50_70_0"	"Filets maillants calés - Petits pélagiques - Maillage [50_70] mm - Pas de dispositifs sélectifs"
"GTN_DEF_80_99_0"	"Trémails et filets maillants combinés - Poissons démersaux - Maillage [80_99] mm - Pas de dispositifs sélectifs"
"GTN_DEF_0_0_0"	"Trémails et filets maillants combinés - Poissons démersaux - Maillage N/A - Pas de dispositifs sélectifs"
"GTN_LPF_50_59_0"	"Trémails et filets maillants combinés - Grands pélagiques - Maillage [50_59] mm - Pas de dispositifs sélectifs"
"GTR_CEP_0_40_0"	"Trémails - Céphalopodes - Maillage <40 - Pas de dispositifs sélectifs"
"GTR_CEP_100_119_0"	"Trémails - Céphalopodes - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"GTR_CEP_0_0_0"	"Trémails - Céphalopodes - Maillage N/A - Pas de dispositifs sélectifs"
"GTR_CRU_60_79_0"	"Trémails - Crustacés - Maillage [60_79] mm - Pas de dispositifs sélectifs"
"GTR_CRU_100_119_0"	"Trémails - Crustacés - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"GTR_CRU_90_99_0"	"Trémails - Crustacés - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GTR_MOL_>=100_0"	"Trémails - Mollusques - Maillage >=100 mm - Pas de dispositifs sélectifs"
"SDN_DEF_100_119_0"	"Sennes danoises - Poissons démersaux - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"SDN_DEF_>=65_0"	"Sennes danoises - Poissons démersaux - Maillage >=65 mm - Pas de dispositifs sélectifs"
"SDN_DEF_40_64_0"	"Sennes danoises - Poissons démersaux - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"SDN_DEF_70_99_0"	"Sennes danoises - Poissons démersaux - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"PS_DEF_70_89_0"	"Sennes coulissantes - Poissons démersaux - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"PS_DEF_16_31_0"	"Sennes coulissantes - Poissons démersaux - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"PS_LPF_>=120_0"	"Sennes coulissantes - Grands pélagiques - Maillage >=120 mm - Pas de dispositifs sélectifs"
"PS_LPF_20_39_0"	"Sennes coulissantes - Grands pélagiques - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"PS_LPF_32_54_0"	"Sennes coulissantes - Grands pélagiques - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PS_SPF_0_16_0"	"Sennes coulissantes - Petits pélagiques - Maillage < 16 mm - Pas de dispositifs sélectifs"
"PS_SPF_>=70_0"	"Sennes coulissantes - Petits pélagiques - Maillage >=70 mm - Pas de dispositifs sélectifs"
"PS_SPF_100_119_0"	"Sennes coulissantes - Petits pélagiques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"PS_SPF_20_39_0"	"Sennes coulissantes - Petits pélagiques - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"TBB_CRU_55_69_0"	"Chaluts à perche - Crustacés - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"TBB_DEF_70_89_0"	"Chaluts à perche - Poissons démersaux - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"TBB_DEF_0_0_0"	"Chaluts à perche - Poissons démersaux - Maillage N/A - Pas de dispositifs sélectifs"
"TBB_DEF_90_119_0"	"Chaluts à perche - Poissons démersaux - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"TBB_MOL_70_89_0"	"Chaluts à perche - Mollusques - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"TBB_MOL_>=120_0"	"Chaluts à perche - Mollusques - Maillage >=120 mm - Pas de dispositifs sélectifs"
"TBB_MOL_40_54_0"	"Chaluts à perche - Mollusques - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTM_CAT_>=120_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTM_CAT_40_64_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"OTM_CAT_70_99_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTM_LPF_70_99_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTM_LPF_13_19_0"	"Chaluts pélagiques à panneaux - Grands pélagiques - Maillage [13_19] mm - Pas de dispositifs sélectifs"
"OTM_SPF_70_89_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTM_SPF_55_69_0"	"Chaluts pélagiques à panneaux - Petits pélagiques - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"PTM_DEF_40_54_0"	"Chaluts-b½ufs pélagiques - Poissons démersaux - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"PTM_LPF_0_0_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage N/A - Pas de dispositifs sélectifs"
"PTM_LPF_16_31_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"PTM_LPF_>=20_0"	"Chaluts-b½ufs pélagiques - Grands pélagiques - Maillage >=20 mm - Pas de dispositifs sélectifs"
"PTM_SPF_100_119_0"	"Chaluts-b½ufs pélagiques - Petits pélagiques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"PTM_SPF_20_39_0"	"Chaluts-b½ufs pélagiques - Petits pélagiques - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"OTB_CAT_>=40_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage >=40 mm - Pas de dispositifs sélectifs"
"OTB_CAT_32_69_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"OTB_CAT_70_99_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTB_CAT_40_54_0"	"Chaluts de fond à panneaux - Poissons catadromes - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTB_CEP_>=70_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage >=70 mm - Pas de dispositifs sélectifs"
"OTB_CEP_>=55_0"	"Chaluts de fond à panneaux - Céphalopodes - Maillage >=55 mm - Pas de dispositifs sélectifs"
"OTB_CRU_70_89_0"	"Chaluts de fond à panneaux - Crustacés - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"OTB_CRU_>=65_0"	"Chaluts de fond à panneaux - Crustacés - Maillage >=65 mm - Pas de dispositifs sélectifs"
"OTB_CRU_16_31_0"	"Chaluts de fond à panneaux - Crustacés - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTB_CRU_70_99_0"	"Chaluts de fond à panneaux - Crustacés - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTB_DEF_70_99_0"	"Chaluts de fond à panneaux - Poissons démersaux - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTB_DWS_90_119_0"	"Chaluts de fond à panneaux - Espèces profondes - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTB_DWS_40_54_0"	"Chaluts de fond à panneaux - Espèces profondes - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTB_DWS_16_31_0"	"Chaluts de fond à panneaux - Espèces profondes - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTB_MOL_>=65_0"	"Chaluts de fond à panneaux - Mollusques - Maillage >=65 mm - Pas de dispositifs sélectifs"
"OTB_MOL_40_54_0"	"Chaluts de fond à panneaux - Mollusques - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTB_SPF_70_99_0"	"Chaluts de fond à panneaux - Petits pélagiques - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"OTB_SPF_>=40_0"	"Chaluts de fond à panneaux - Petits pélagiques - Maillage >=40 mm - Pas de dispositifs sélectifs"
"OTT_CEP_40_64_0"	"Chaluts de fond jumeaux à panneaux - Céphalopodes - Maillage [40_64] mm - Pas de dispositifs sélectifs"
"OTT_CEP_90_119_0"	"Chaluts de fond jumeaux à panneaux - Céphalopodes - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTT_CRU_90_119_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTT_CRU_>=120_0"	"Chaluts de fond jumeaux à panneaux - Crustacés - Maillage >=120 mm - Pas de dispositifs sélectifs"
"OTT_CRU_0_16_0"	"Chaluts de fond jumeaux à panneaux -Crustacés - Maillage < 16 mm - Pas de dispositifs sélectifs"
"OTT_DEF_32_69_0"	"Chaluts de fond jumeaux à panneaux - Poissons démersaux - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"OTT_DEF_32_54_0"	"Chaluts de fond jumeaux à panneaux - Poissons démersaux - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"OTT_DWS_>=55_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage >=55 mm - Pas de dispositifs sélectifs"
"OTT_DWS_40_54_0"	"Chaluts de fond jumeaux à panneaux - Espèces profondes - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"OTT_MOL_16_31_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage [16_31] mm - Pas de dispositifs sélectifs"
"OTT_MOL_32_54_0"	"Chaluts de fond jumeaux à panneaux - Mollusques - Maillage [32_54] mm - Pas de dispositifs sélectifs"
"PTB_DEF_0_0_0"	"Chaluts-b½ufs de fond - Poissons démersaux - Maillage N/A - Pas de dispositifs sélectifs"
"TBS_CRU_0_16_0"	"Chaluts à crevettes - Crustacés - Maillage < 16 mm - Pas de dispositifs sélectifs"
"TBS_CRU_32_69_0"	"Chaluts à crevettes - Crustacés - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"GND_CAT_0_0_0"	"Filets maillants dérivants - Poissons catadromes - Maillage N/A - Pas de dispositifs sélectifs"
"GND_CAT_50_59_0"	"Filets maillants dérivants - Poissons catadromes - Maillage [50_59] mm - Pas de dispositifs sélectifs"
"GND_DEF_120_219_0"	"Filets maillants dérivants - Poissons démersaux - Maillage [120_219] mm - Pas de dispositifs sélectifs"
"GND_DEF_90_99_0"	"Filets maillants dérivants - Poissons démersaux - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GND_LPF_0_0_0"	"Filets maillants dérivants - Grands pélagiques - Maillage N/A - Pas de dispositifs sélectifs"
"GND_LPF_>=16_0"	"Filets maillants dérivants - Grands pélagiques - Maillage >=16 mm - Pas de dispositifs sélectifs"
"GND_SPF_10_30_0"	"Filets maillants dérivants - Petits pélagiques - Maillage [10_30] mm - Pas de dispositifs sélectifs"
"GND_SPF_>=220_0"	"Filets maillants dérivants - Petits pélagiques - Maillage >=220 mm - Pas de dispositifs sélectifs"
"GND_SPF_100_119_0"	"Filets maillants dérivants - Petits pélagiques - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"GNS_CAT_120_219_0"	"Filets maillants calés - Poissons catadromes - Maillage [120_219] mm - Pas de dispositifs sélectifs"
"GNS_CAT_100_119_0"	"Filets maillants calés - Poissons catadromes - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"GNS_CAT_90_99_0"	"Filets maillants calés - Poissons catadromes - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GNS_CAT_10_30_0"	"Filets maillants calés - Poissons catadromes - Maillage [10_30] mm - Pas de dispositifs sélectifs"
"GNS_CRU_90_99_0"	"Filets maillants calés - Crustacés - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GNS_CRU_0_0_0"	"Filets maillants calés - Crustacés - Maillage N/A - Pas de dispositifs sélectifs"
"GNS_CRU_100_119_0"	"Filets maillants calés - Crustacés - Maillage [100_119] mm - Pas de dispositifs sélectifs"
"GNS_DEF_>=100_0"	"Filets maillants calés - Poissons démersaux - Maillage >=100 mm - Pas de dispositifs sélectifs"
"GNS_DEF_80_99_0"	"Filets maillants calés - Poissons démersaux - Maillage [80_99] mm - Pas de dispositifs sélectifs"
"GNS_DEF_>=16_0"	"Filets maillants calés - Poissons démersaux - Maillage >=16 mm - Pas de dispositifs sélectifs"
"GNS_DEF_60_79_0"	"Filets maillants calés - Poissons démersaux - Maillage [60_79] mm - Pas de dispositifs sélectifs"
"GNS_LPF_0_0_0"	"Filets maillants calés - Grands pélagiques - Maillage N/A - Pas de dispositifs sélectifs"
"GNS_LPF_0_40_0"	"Filets maillants calés - Grands pélagiques - Maillage <40 - Pas de dispositifs sélectifs"
"GNS_LPF_>=100_0"	"Filets maillants calés - Grands pélagiques - Maillage >=100 mm - Pas de dispositifs sélectifs"
"GNS_MOL_>=100_0"	"Filets maillants calés - Mollusques - Maillage >=100 mm - Pas de dispositifs sélectifs"
"GNS_MOL_10_30_0"	"Filets maillants calés - Mollusques - Maillage [10_30] mm - Pas de dispositifs sélectifs"
"GNS_MOL_90_99_0"	"Filets maillants calés - Mollusques - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GTN_DEF_90_99_0"	"Trémails et filets maillants combinés - Poissons démersaux - Maillage [90_99] mm - Pas de dispositifs sélectifs"
"GTN_DEF_50_59_0"	"Trémails et filets maillants combinés - Poissons démersaux - Maillage [50_59] mm - Pas de dispositifs sélectifs"
"GTR_CEP_80_99_0"	"Trémails - Céphalopodes - Maillage [80_99] mm - Pas de dispositifs sélectifs"
"GTR_CEP_60_79_0"	"Trémails - Céphalopodes - Maillage [60_79] mm - Pas de dispositifs sélectifs"
"GTR_CRU_120_219_0"	"Trémails - Crustacés - Maillage [120_219] mm - Pas de dispositifs sélectifs"
"GTR_CRU_80_99_0"	"Trémails - Crustacés - Maillage [80_99] mm - Pas de dispositifs sélectifs"
"GTR_CRU_40_49_0"	"Trémails - Crustacés - Maillage [40_49] mm - Pas de dispositifs sélectifs"
"GTR_MOL_40_49_0"	"Trémails - Mollusques - Maillage [40_49] mm - Pas de dispositifs sélectifs"
"SDN_CEP_>=70_0"	"Sennes danoises - Céphalopodes - Maillage >=70 mm - Pas de dispositifs sélectifs"
"SDN_CEP_70_89_0"	"Sennes danoises - Céphalopodes - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"SDN_CEP_70_99_0"	"Sennes danoises - Céphalopodes - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"SDN_DEF_40_54_0"	"Sennes danoises - Poissons démersaux - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"SDN_DEF_20_39_0"	"Sennes danoises - Poissons démersaux - Maillage [20_39] mm - Pas de dispositifs sélectifs"
"PS_DEF_0_0_0"	"Sennes coulissantes - Poissons démersaux - Maillage N/A - Pas de dispositifs sélectifs"
"PS_DEF_32_69_0"	"Sennes coulissantes - Poissons démersaux - Maillage [32_69] mm - Pas de dispositifs sélectifs"
"PS_LPF_90_119_0"	"Sennes coulissantes - Grands pélagiques - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"PS_SPF_55_69_0"	"Sennes coulissantes - Petits pélagiques - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"PS_SPF_>=55_0"	"Sennes coulissantes - Petits pélagiques - Maillage >=55 mm - Pas de dispositifs sélectifs"
"PS_SPF_70_89_0"	"Sennes coulissantes - Petits pélagiques - Maillage [70_89] mm - Pas de dispositifs sélectifs"
"TBB_CRU_90_119_0"	"Chaluts à perche - Crustacés - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"TBB_CRU_70_99_0"	"Chaluts à perche - Crustacés - Maillage [70_99] mm - Pas de dispositifs sélectifs"
"TBB_DEF_55_69_0"	"Chaluts à perche - Poissons démersaux - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"TBB_DEF_40_54_0"	"Chaluts à perche - Poissons démersaux - Maillage [40_54] mm - Pas de dispositifs sélectifs"
"TBB_DEF_>=120_0"	"Chaluts à perche - Poissons démersaux - Maillage >=120 mm - Pas de dispositifs sélectifs"
"TBB_DEF_>=70_0"	"Chaluts à perche - Poissons démersaux - Maillage >=70 mm - Pas de dispositifs sélectifs"
"TBB_MOL_>=70_0"	"Chaluts à perche - Mollusques - Maillage >=70 mm - Pas de dispositifs sélectifs"
"TBB_MOL_90_119_0"	"Chaluts à perche - Mollusques - Maillage [90_119] mm - Pas de dispositifs sélectifs"
"OTM_CAT_>=20_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage >=20 mm - Pas de dispositifs sélectifs"
"OTM_CAT_55_69_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage [55_69] mm - Pas de dispositifs sélectifs"
"OTM_CAT_90_119_0"	"Chaluts pélagiques à panneaux - Poissons catadromes - Maillage [90_119] mm - Pas de dispositifs sélectifs"
